activation_month,observation_month,months_since_activation,revenue_lifecycle_state,persona,initial_subscription_group,segment_level,companies,subscription_revenue,interchange_revenue,banking_fees,deposit_interest_revenue,total_revenue,activated_cohort_size,cohort_state_share_pct
2025-10-01,2025-10-01,0,Active,Consultant,ALL,persona,202,168.32358871000000000000,807.83394392028917436100,3388.00000000000000000000,695.37149882191778081683,5059.52903145220695517783,202,100.0
2025-10-01,2025-10-01,0,Active,Developer_IT,ALL,persona,90,103.79166666600000000000,403.73032400499453243000,2618.00000000000000000000,158.77933978410959184440,3284.30133045510412427440,91,98.9
2025-10-01,2025-10-01,0,Never monetized,Developer_IT,ALL,persona,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,91,1.1
2025-10-01,2025-10-01,0,Active,Media_Publishing,ALL,persona,34,26.37500000000000000000,194.73845406206524177000,256.00000000000000000000,233.77246200821916928265,710.88591607028441105265,34,100.0
2025-10-01,2025-10-01,0,Active,Medical_Professionals,ALL,persona,14,0.00000000000000000000,7.02409007870888260000,4.00000000000000000000,14.73797814027397225943,25.76206821898285485943,14,100.0
2025-10-01,2025-10-01,0,Active,Others,ALL,persona,191,38.37500000000000000000,1564.47165264189053427300,3090.00000000000000000000,278.09799848767121263556,4970.94465112956174690856,191,100.0
2025-10-01,2025-10-01,0,Active,Professeur,ALL,persona,34,17.15625000000000000000,32.95733241993773031000,122.00000000000000000000,35.11840073863013507550,207.23198315856786538550,34,100.0
2025-10-01,2025-10-01,0,Active,Repair,ALL,persona,8,7.21875000000000000000,160.49577944514755671000,4.00000000000000000000,5.39412137863013733280,177.10865082377769404280,8,100.0
2025-10-01,2025-10-01,0,Active,Restauration,ALL,persona,28,8.75000000000000000000,224.73137415774967698000,897.34000000000000000000,86.57598201369863055890,1217.39735617144830753890,28,100.0
2025-10-01,2025-10-01,0,Active,Retail,ALL,persona,157,64.86458333300000000000,896.90945574952166740000,3863.34000000000000000000,251.35046619780821480562,5076.46450528032988220562,157,100.0
2025-10-01,2025-10-01,0,Active,Wholesale,ALL,persona,23,16.31250000000000000000,94.52938752665105618000,276.00000000000000000000,69.02076236931507083746,455.86264989596612701746,23,100.0
2025-10-01,2025-10-01,0,Active,Automobile_Trade_Repair,business,persona_x_initial_plan,5,0.00000000000000000000,115.10495104322153423000,0.00000000000000000000,14.43951172602739678680,129.54446276924893101680,5,100.0
2025-10-01,2025-10-01,0,Active,Automobile_Trade_Repair,free,persona_x_initial_plan,15,0.00000000000000000000,155.92155986880653430000,264.00000000000000000000,36.85969401753424962486,456.78125388634078392486,15,100.0
2025-10-01,2025-10-01,0,Active,Automobile_Trade_Repair,plus,persona_x_initial_plan,11,16.87500000000000000000,302.65077066863400030000,138.00000000000000000000,71.67619202958903548200,529.20196269822303578200,11,100.0
2025-10-01,2025-10-01,0,Active,Automobile_Trade_Repair,start,persona_x_initial_plan,22,0.00000000000000000000,1909.08690671662742700000,438.00000000000000000000,23.89966171123287652640,2370.98656842786030352640,22,100.0
2025-10-01,2025-10-01,0,Active,BTP,business,persona_x_initial_plan,8,0.00000000000000000000,669.85667136297194200000,0.00000000000000000000,74.03988364493149735000,743.89655500790343935000,8,100.0
2025-10-01,2025-10-01,0,Active,BTP,free,persona_x_initial_plan,73,0.00000000000000000000,863.72852959903144439300,540.00000000000000000000,654.23399662904107805090,2057.96252622807252244390,73,100.0
2025-10-01,2025-10-01,0,Active,BTP,plus,persona_x_initial_plan,67,5.62500000000000000000,1436.89313033541545307000,378.00000000000000000000,293.75983710739724207613,2114.27796744281269514613,68,98.53
2025-10-01,2025-10-01,0,Never monetized,BTP,plus,persona_x_initial_plan,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,68,1.47
2025-10-01,2025-10-01,0,Active,BTP,start,persona_x_initial_plan,91,66.40625000000000000000,570.96881441887632768000,672.00000000000000000000,850.10967476767124548765,2159.48473918654757316765,91,100.0
2025-10-01,2025-10-01,0,Active,Bankers_Insurance,free,persona_x_initial_plan,8,0.00000000000000000000,0.00000000000000000000,276.00000000000000000000,23.11712315013698272220,299.11712315013698272220,8,100.0
2025-10-01,2025-10-01,0,Active,Bankers_Insurance,start,persona_x_initial_plan,7,20.46875000000000000000,252.53642193246836006000,143.06000000000000000000,4.83044673643835619000,420.89561866890671625000,7,100.0
2025-10-01,2025-10-01,0,Active,Bikers_Drivers,business,persona_x_initial_plan,5,0.00000000000000000000,87.70934475144056100000,138.00000000000000000000,71.47720615506849267970,297.18655090650905367970,5,100.0
2025-10-01,2025-10-01,0,Active,Bikers_Drivers,free,persona_x_initial_plan,35,0.00000000000000000000,222.78137949479908834000,760.00000000000000000000,18.06228800602739666702,1000.84366750082648500702,36,97.22
2025-10-01,2025-10-01,0,Never monetized,Bikers_Drivers,free,persona_x_initial_plan,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,36,2.78
2025-10-01,2025-10-01,0,Active,Bikers_Drivers,plus,persona_x_initial_plan,26,16.25000000000000000000,617.12767549788502549000,118.00000000000000000000,23.78432826739725852490,775.16200376528228401490,26,100.0
2025-10-01,2025-10-01,0,Active,Bikers_Drivers,start,persona_x_initial_plan,33,14.21875000000000000000,239.78036236728894742300,650.00000000000000000000,10.81300965643835623888,914.81212202372730366188,33,100.0
2025-10-01,2025-10-01,0,Active,Cleaning_CallCenters,free,persona_x_initial_plan,4,0.00000000000000000000,0.00000000000000000000,138.00000000000000000000,1.62245045698630113484,139.62245045698630113484,4,100.0
2025-10-01,2025-10-01,0,Active,Cleaning_CallCenters,start,persona_x_initial_plan,2,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,9.61854984821917610000,9.61854984821917610000,2,100.0
2025-10-01,2025-10-01,0,Active,Consultant,business,persona_x_initial_plan,2,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,4.81070023616438436301,4.81070023616438436301,2,100.0
2025-10-01,2025-10-01,0,Active,Consultant,free,persona_x_initial_plan,80,0.00000000000000000000,260.70444103746833117300,2062.00000000000000000000,160.75720237369861890528,2483.46164341116695007828,80,100.0
2025-10-01,2025-10-01,0,Active,Consultant,plus,persona_x_initial_plan,15,17.50000000000000000000,123.16442603235815640000,142.00000000000000000000,48.40949322410959713040,331.07391925646775353040,15,100.0
2025-10-01,2025-10-01,0,Active,Consultant,start,persona_x_initial_plan,105,150.82358871000000000000,423.96507685046268678800,1184.00000000000000000000,481.39410298794518041814,2240.18276854840786720614,105,100.0
2025-10-01,2025-10-01,0,Active,Developer_IT,free,persona_x_initial_plan,35,0.00000000000000000000,22.08577237391380847000,816.00000000000000000000,67.86026224273973093470,905.94603461665353940470,35,100.0
2025-10-01,2025-10-01,0,Active,Developer_IT,plus,persona_x_initial_plan,13,48.38541666600000000000,168.05071470680476960000,276.00000000000000000000,16.68922552547945126180,509.12535689828422086180,13,100.0
2025-10-01,2025-10-01,0,Active,Developer_IT,start,persona_x_initial_plan,42,55.40625000000000000000,213.59383692427595436000,1526.00000000000000000000,74.22985201589040964790,1869.22993894016636400790,43,97.67
2025-10-01,2025-10-01,0,Never monetized,Developer_IT,start,persona_x_initial_plan,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,43,2.33
2025-10-01,2025-10-01,0,Active,Media_Publishing,free,persona_x_initial_plan,15,0.00000000000000000000,0.80083658888885267000,256.00000000000000000000,8.37711434958903961299,265.17795093847789228299,15,100.0
2025-10-01,2025-10-01,0,Active,Media_Publishing,plus,persona_x_initial_plan,1,0.00000000000000000000,26.91862734335986900000,0.00000000000000000000,59.69368183780821400000,86.61230918116808300000,1,100.0
2025-10-01,2025-10-01,0,Active,Media_Publishing,start,persona_x_initial_plan,18,26.37500000000000000000,167.01899012981652010000,0.00000000000000000000,165.70166582082191566966,359.09565595063843576966,18,100.0
2025-10-01,2025-10-01,0,Active,Medical_Professionals,free,persona_x_initial_plan,5,0.00000000000000000000,1.28789509909026000000,4.00000000000000000000,3.37116048712328764900,8.65905558621354764900,5,100.0
2025-10-01,2025-10-01,0,Active,Medical_Professionals,plus,persona_x_initial_plan,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.02746849315068492600,0.02746849315068492600,1,100.0
2025-10-01,2025-10-01,0,Active,Medical_Professionals,start,persona_x_initial_plan,8,0.00000000000000000000,5.73619497961862260000,0.00000000000000000000,11.33934915999999968443,17.07554413961862228443,8,100.0
2025-10-01,2025-10-01,0,Active,Others,business,persona_x_initial_plan,6,0.00000000000000000000,199.81001418193461110000,260.00000000000000000000,18.14254948328766763000,477.95256366522227873000,6,100.0
2025-10-01,2025-10-01,0,Active,Others,free,persona_x_initial_plan,59,0.00000000000000000000,466.25487569216967860000,1146.00000000000000000000,94.97696213369862428093,1707.23183782586830288093,59,100.0
2025-10-01,2025-10-01,0,Active,Others,plus,persona_x_initial_plan,34,0.00000000000000000000,304.64676862761222875000,778.00000000000000000000,35.64808926136985607427,1118.29485788898208482427,34,100.0
2025-10-01,2025-10-01,0,Active,Others,start,persona_x_initial_plan,92,38.37500000000000000000,593.75999414017401582300,906.00000000000000000000,129.33039760931506465036,1667.46539174948908047336,92,100.0
2025-10-01,2025-10-01,0,Active,Professeur,free,persona_x_initial_plan,12,0.00000000000000000000,1.09287098408516360000,122.00000000000000000000,5.17652300876712264650,128.26939399285228624650,12,100.0
2025-10-01,2025-10-01,0,Active,Professeur,plus,persona_x_initial_plan,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.54936986301369872000,0.54936986301369872000,1,100.0
2025-10-01,2025-10-01,0,Active,Professeur,start,persona_x_initial_plan,21,17.15625000000000000000,31.86446143585256671000,0.00000000000000000000,29.39250786684931370900,78.41321930270188041900,21,100.0
2025-10-01,2025-10-01,0,Active,Repair,free,persona_x_initial_plan,3,0.00000000000000000000,133.81062820444026381000,4.00000000000000000000,0.73355484657534239280,138.54418305101560620280,3,100.0
2025-10-01,2025-10-01,0,Active,Repair,plus,persona_x_initial_plan,1,0.00000000000000000000,17.63248993271501100000,0.00000000000000000000,0.16855051123287673000,17.80104044394788773000,1,100.0
2025-10-01,2025-10-01,0,Active,Repair,start,persona_x_initial_plan,4,7.21875000000000000000,9.05266130799228190000,0.00000000000000000000,4.49201602082191821000,20.76342732881420011000,4,100.0
2025-10-01,2025-10-01,0,Active,Restauration,free,persona_x_initial_plan,9,0.00000000000000000000,22.73887515861309645000,118.00000000000000000000,24.43874903890410470930,165.17762419751720115930,9,100.0
2025-10-01,2025-10-01,0,Active,Restauration,plus,persona_x_initial_plan,12,8.75000000000000000000,199.16391867337249293000,543.34000000000000000000,55.03192305315069157260,806.28584172652318450260,12,100.0
2025-10-01,2025-10-01,0,Active,Restauration,start,persona_x_initial_plan,7,0.00000000000000000000,2.82858032576408760000,236.00000000000000000000,7.10530992164383427700,245.93389024740792187700,7,100.0
2025-10-01,2025-10-01,0,Active,Retail,business,persona_x_initial_plan,1,0.00000000000000000000,146.97057448968980000000,0.00000000000000000000,0.60717479452054790000,147.57774928421034790000,1,100.0
2025-10-01,2025-10-01,0,Active,Retail,free,persona_x_initial_plan,49,0.00000000000000000000,115.74830174185948007000,906.00000000000000000000,54.33829257041096083500,1076.08659431227044090500,49,100.0
2025-10-01,2025-10-01,0,Active,Retail,plus,persona_x_initial_plan,25,32.91666666600000000000,260.77697162735507035000,1933.34000000000000000000,57.69995055068492676673,2284.73358884403999711673,25,100.0
2025-10-01,2025-10-01,0,Active,Retail,start,persona_x_initial_plan,82,31.94791666700000000000,373.41360789061731698000,1024.00000000000000000000,138.70504828219177930389,1568.06657283980909628389,82,100.0
2025-10-01,2025-10-01,0,Active,Wholesale,business,persona_x_initial_plan,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.51183165369863000000,1.51183165369863000000,1,100.0
2025-10-01,2025-10-01,0,Active,Wholesale,free,persona_x_initial_plan,6,0.00000000000000000000,17.33998016953953700000,276.00000000000000000000,5.96830997150684979976,299.30829014104638679976,6,100.0
2025-10-01,2025-10-01,0,Active,Wholesale,plus,persona_x_initial_plan,3,0.00000000000000000000,30.90948237816624310000,0.00000000000000000000,2.64992329424657516000,33.55940567241281826000,3,100.0
2025-10-01,2025-10-01,0,Active,Wholesale,start,persona_x_initial_plan,13,16.31250000000000000000,46.27992497894527608000,0.00000000000000000000,58.89069744986301587770,121.48312242880829195770,13,100.0
2025-10-01,2025-11-01,1,Active,ALL,business,initial_plan,25,1859.00000000000000000000,1686.55161889122239666000,2.40000000000000000000,348.58890037643838100575,3896.54051926766077766575,28,89.29
2025-10-01,2025-11-01,1,At-risk,ALL,business,initial_plan,3,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,28,10.71
2025-10-01,2025-11-01,1,Active,ALL,free,initial_plan,391,55.47115384600000000000,4157.28553648790596313500,138.46000000000000020000,5363.92822691835607613949,9715.14491725226203947449,409,95.6
2025-10-01,2025-11-01,1,At-risk,ALL,free,initial_plan,17,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,409,4.16
2025-10-01,2025-11-01,1,Never monetized,ALL,free,initial_plan,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,409,0.24
2025-10-01,2025-11-01,1,Active,ALL,plus,initial_plan,200,4047.36111750999999800000,7677.57832649287840496230,13.83999999999999994000,2340.35586585698663474066,14079.13530985986503764296,211,94.79
2025-10-01,2025-11-01,1,At-risk,ALL,plus,initial_plan,11,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,211,5.21
2025-10-01,2025-11-01,1,Active,ALL,start,initial_plan,537,5266.34153355600000000000,7717.59646865659982745900,276.88000000000000000000,8597.33589551561718132451,21858.15389772821700878351,548,97.99
2025-10-01,2025-11-01,1,At-risk,ALL,start,initial_plan,10,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,548,1.82
2025-10-01,2025-11-01,1,Never monetized,ALL,start,initial_plan,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,548,0.18
2025-10-01,2025-11-01,1,Active,ALL,ALL,overall,1153,11228.17380491199999800000,21239.01195052860659221630,431.58000000000000014000,16650.20888866739827321041,49548.97464410800486356671,1196,96.4
2025-10-01,2025-11-01,1,At-risk,ALL,ALL,overall,41,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1196,3.43
2025-10-01,2025-11-01,1,Never monetized,ALL,ALL,overall,2,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1196,0.17
2025-10-01,2025-11-01,1,Active,Automobile_Trade_Repair,ALL,persona,53,793.00000000000000000000,1835.32457669688661170000,5.54000000000000000000,413.86883157698633411555,3047.73340827387294581555,53,100.0
2025-10-01,2025-11-01,1,Active,BTP,ALL,persona,229,2855.02008008800000000000,7977.39505281176132839600,54.70000000000000000000,9530.45997881424716344660,20417.57511171400849184260,240,95.42
2025-10-01,2025-11-01,1,At-risk,BTP,ALL,persona,11,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,240,4.58
2025-10-01,2025-11-01,1,Active,Bankers_Insurance,ALL,persona,14,62.00000000000000000000,83.69889317798391430000,206.36000000000000000000,86.34224987835617524730,438.40114305634008954730,15,93.33
2025-10-01,2025-11-01,1,At-risk,Bankers_Insurance,ALL,persona,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,15,6.67
2025-10-01,2025-11-01,1,Active,Bikers_Drivers,ALL,persona,92,1215.32000000000000000000,1984.62761201683851212000,17.12000000000000000000,265.81945331287673401253,3482.88706532971524613253,100,92.0
2025-10-01,2025-11-01,1,At-risk,Bikers_Drivers,ALL,persona,7,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,100,7.0
2025-10-01,2025-11-01,1,Never monetized,Bikers_Drivers,ALL,persona,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,100,1.0
2025-10-01,2025-11-01,1,Active,Cleaning_CallCenters,ALL,persona,6,22.00000000000000000000,11.14929716700051100000,0.00000000000000000000,23.62791795726027949518,56.77721512426079049518,6,100.0
2025-10-01,2025-11-01,1,Active,Consultant,ALL,persona,197,1379.12536667799999800000,2661.22837459641861168700,41.70000000000000000000,2420.80956450246580901031,6502.86330577688441869731,202,97.52
2025-10-01,2025-11-01,1,At-risk,Consultant,ALL,persona,5,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,202,2.48
2025-10-01,2025-11-01,1,Active,Developer_IT,ALL,persona,84,664.76526881700000000000,495.67145278570988425000,4.00000000000000040000,672.64761605808225504640,1837.08433766079213969640,91,92.31
2025-10-01,2025-11-01,1,At-risk,Developer_IT,ALL,persona,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,91,6.59
2025-10-01,2025-11-01,1,Never monetized,Developer_IT,ALL,persona,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,91,1.1
2025-10-01,2025-11-01,1,Active,Media_Publishing,ALL,persona,32,183.00000000000000000000,623.90428172279058851200,12.66000000000000000000,772.26872854684946741219,1591.83301026964005592419,34,94.12
2025-10-01,2025-11-01,1,At-risk,Media_Publishing,ALL,persona,2,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,34,5.88
2025-10-01,2025-11-01,1,Active,Medical_Professionals,ALL,persona,14,113.00000000000000000000,62.11894687597317200000,4.00000000000000000000,134.62602711945206161300,313.74497399542523361300,14,100.0
2025-10-01,2025-11-01,1,Active,Others,ALL,persona,185,1812.10483871000000000000,2742.99701873832076920230,7.11999999999999994000,957.70621807726030536135,5519.92807552558107450365,191,96.86
2025-10-01,2025-11-01,1,At-risk,Others,ALL,persona,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,191,3.14
2025-10-01,2025-11-01,1,Active,Professeur,ALL,persona,34,244.38384615400000000000,372.04167916443350530000,4.00000000000000000000,141.45958588493150632632,761.88511120336501162632,34,100.0
2025-10-01,2025-11-01,1,Active,Repair,ALL,persona,8,58.00000000000000000000,38.48025372260762580000,0.00000000000000000000,30.27790857589041650860,126.75816229849804230860,8,100.0
2025-10-01,2025-11-01,1,Active,Restauration,ALL,persona,27,262.71462365600000000000,274.76212486376801590000,6.81999999999999940000,158.68748703452056331420,702.98423555428857861420,28,96.43
2025-10-01,2025-11-01,1,At-risk,Restauration,ALL,persona,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,28,3.57
2025-10-01,2025-11-01,1,Active,Retail,ALL,persona,155,1282.73978080900000000000,1761.51113343257121197900,61.56000000000000040000,699.91804355068499073168,3805.72895779225620311068,157,98.73
2025-10-01,2025-11-01,1,At-risk,Retail,ALL,persona,2,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,157,1.27
2025-10-01,2025-11-01,1,Active,Wholesale,ALL,persona,23,281.00000000000000000000,314.10125275554233007000,6.00000000000000000000,341.68927777753421156920,942.79053053307654163920,23,100.0
2025-10-01,2025-11-01,1,Active,Automobile_Trade_Repair,business,persona_x_initial_plan,5,339.00000000000000000000,236.35437810143625000000,1.54000000000000000000,28.77512929205479517375,605.66950739349104517375,5,100.0
2025-10-01,2025-11-01,1,Active,Automobile_Trade_Repair,free,persona_x_initial_plan,15,0.00000000000000000000,282.68400346800967190000,4.00000000000000000000,116.63462561917809128700,403.31862908718776318700,15,100.0
2025-10-01,2025-11-01,1,Active,Automobile_Trade_Repair,plus,persona_x_initial_plan,11,245.00000000000000000000,963.14706390693384970000,0.00000000000000000000,216.76395588383563916290,1424.91101979076948886290,11,100.0
2025-10-01,2025-11-01,1,Active,Automobile_Trade_Repair,start,persona_x_initial_plan,22,209.00000000000000000000,353.13913122050684010000,0.00000000000000000000,51.69512078191780849190,613.83425200242464859190,22,100.0
2025-10-01,2025-11-01,1,Active,BTP,business,persona_x_initial_plan,7,560.00000000000000000000,914.15417812216303000000,0.00000000000000000000,120.89737300602741221000,1595.05155112819044221000,8,87.5
2025-10-01,2025-11-01,1,At-risk,BTP,business,persona_x_initial_plan,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,8,12.5
2025-10-01,2025-11-01,1,Active,BTP,free,persona_x_initial_plan,69,0.00000000000000000000,1483.53893611026554447600,48.00000000000000000000,3468.37902423232863376050,4999.91796034259417823650,73,94.52
2025-10-01,2025-11-01,1,At-risk,BTP,free,persona_x_initial_plan,4,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,73,5.48
2025-10-01,2025-11-01,1,Active,BTP,plus,persona_x_initial_plan,64,1375.15483870900000000000,3086.94542488656914100000,3.08000000000000000000,1323.83972152273998047097,5789.01998511830912147097,68,94.12
2025-10-01,2025-11-01,1,At-risk,BTP,plus,persona_x_initial_plan,4,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,68,5.88
2025-10-01,2025-11-01,1,Active,BTP,start,persona_x_initial_plan,89,919.86524137900000000000,2492.75651369276361292000,3.62000000000000000000,4617.34386005315113700513,8033.58561512491474992513,91,97.8
2025-10-01,2025-11-01,1,At-risk,BTP,start,persona_x_initial_plan,2,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,91,2.2
2025-10-01,2025-11-01,1,Active,Bankers_Insurance,free,persona_x_initial_plan,7,0.00000000000000000000,35.74141447436281370000,0.00000000000000000000,50.67411570465754134730,86.41553017902035504730,8,87.5
2025-10-01,2025-11-01,1,At-risk,Bankers_Insurance,free,persona_x_initial_plan,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,8,12.5
2025-10-01,2025-11-01,1,Active,Bankers_Insurance,start,persona_x_initial_plan,7,62.00000000000000000000,47.95747870362110060000,206.36000000000000000000,35.66813417369863390000,351.98561287731973450000,7,100.0
2025-10-01,2025-11-01,1,Active,Bikers_Drivers,business,persona_x_initial_plan,5,400.00000000000000000000,181.72856557581781666000,0.86000000000000000000,39.65921613479451903800,622.24778171061233569800,5,100.0
2025-10-01,2025-11-01,1,Active,Bikers_Drivers,free,persona_x_initial_plan,33,0.00000000000000000000,335.28743882226317338000,16.00000000000000000000,74.28003884328767277734,425.56747766555084615734,36,91.67
2025-10-01,2025-11-01,1,At-risk,Bikers_Drivers,free,persona_x_initial_plan,2,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,36,5.56
2025-10-01,2025-11-01,1,Never monetized,Bikers_Drivers,free,persona_x_initial_plan,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,36,2.78
2025-10-01,2025-11-01,1,Active,Bikers_Drivers,plus,persona_x_initial_plan,23,509.90000000000000000000,1138.10209897369616830000,0.26000000000000000000,102.96408483452056611019,1751.22618380821673441019,26,88.46
2025-10-01,2025-11-01,1,At-risk,Bikers_Drivers,plus,persona_x_initial_plan,3,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,26,11.54
2025-10-01,2025-11-01,1,Active,Bikers_Drivers,start,persona_x_initial_plan,31,305.42000000000000000000,329.50950864506135378000,0.00000000000000000000,48.91611350027397608700,683.84562214533532986700,33,93.94
2025-10-01,2025-11-01,1,At-risk,Bikers_Drivers,start,persona_x_initial_plan,2,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,33,6.06
2025-10-01,2025-11-01,1,Active,Cleaning_CallCenters,free,persona_x_initial_plan,4,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.68629771835616449518,1.68629771835616449518,4,100.0
2025-10-01,2025-11-01,1,Active,Cleaning_CallCenters,start,persona_x_initial_plan,2,22.00000000000000000000,11.14929716700051100000,0.00000000000000000000,21.94162023890411500000,55.09091740590462600000,2,100.0
